Macroporosity,Vugs,Count,Sample,Grid,R,P_Area_100,WAv_Lx,Alignment,Alignment2,Eccent,keq_simulation,WAv_ly,Lx_norm,Ly_norm,Perimeter,EquivDiameter,Major,Minor,DifMajorMinor,Av_Area,Std_area,var_Area,Std_Lx,var_Lx
0.24,180,180,aleatory,grid-40,r2,0.238457,2.93731,0.538743,0.01,0.0983786,1.67948,2.93347,0.0293731,0.0586694,0.0651314,121.972,122.314,121.675,0.639167,0.132476,26.0089,676.461,0.000164842,2.71729e-08
0.25,188,128,aleatory,grid-15,r2,0.224476,3.76716,0.461804,0.254347,0.415987,1.74066,3.64224,0.0376716,0.0728447,0.0861909,149.254,175.986,133.173,42.8133,0.175371,6704.63,4.49521e+07,0.00920443,8.47216e-05
0.25,188,122,aleatory,grid-23,r2,0.239018,4.11675,0.457926,0.252674,0.469079,1.78722,4.20211,0.0411675,0.0840422,0.105622,165.005,208.731,144.139,64.5926,0.195917,10058.1,1.01165e+08,0.0124177,0.000154199
0.25,188,66,aleatory,grid-29,r2,0.249986,9.6194,0.566887,0.47366,0.687878,2.37978,8.4318,0.096194,0.168636,0.381767,283.838,480.09,271.793,208.297,0.378766,38391.2,1.47389e+09,0.0410317,0.0016836
0.25,188,181,aleatory,grid-30,r2,0.249424,3.12895,0.563387,0.047863,0.159174,1.93862,2.99514,0.0312895,0.0599028,0.0708058,126.177,135.698,121.746,13.9522,0.137803,2576.63,6.63903e+06,0.0058688,3.44429e-05
0.25,188,188,aleatory,grid-40,r2,0.249026,2.93605,0.549365,0.01,0.0989106,1.71938,2.93224,0.0293605,0.0586449,0.0651549,121.965,122.307,121.668,0.63972,0.132461,26.5008,702.293,0.000169242,2.8643e-08
0.26,195,133,aleatory,grid-15,r2,0.235991,3.85732,0.468927,0.214736,0.416597,1.73389,3.83662,0.0385732,0.0767323,0.0923569,153.108,185.336,136.093,49.2423,0.177437,8011.73,6.41878e+07,0.0101468,0.000102958
0.26,195,113,aleatory,grid-23,r2,0.245625,4.59493,0.467783,0.294123,0.538148,1.8717,4.84357,0.0459493,0.0968714,0.124458,181.16,243.126,155.56,87.5664,0.217367,13574.2,1.8426e+08,0.014403,0.000207447
0.26,195,77,aleatory,grid-29,r2,0.259237,8.38003,0.573476,0.458514,0.6539,2.25695,8.16096,0.0838003,0.163219,0.315863,260.283,433.905,257.221,176.684,0.336672,31800.5,1.01127e+09,0.0346287,0.00119915
0.26,195,186,aleatory,grid-30,r2,0.258831,3.0306,0.475414,0.0308231,0.167236,1.99105,3.21156,0.030306,0.0642312,0.0734171,127.742,141.5,121.791,19.7082,0.139156,3308.76,1.09479e+07,0.00379256,1.43835e-05
0.26,195,195,aleatory,grid-40,r2,0.258407,2.93847,0.533519,0.01,0.0965623,1.7624,2.93492,0.0293847,0.0586984,0.0651784,121.99,122.322,121.704,0.617888,0.132516,28.0164,784.921,0.000168666,2.84481e-08
0.28,210,137,aleatory,grid-15,r2,0.252179,4.26962,0.523473,0.283955,0.451247,1.86435,3.85286,0.0426962,0.0770572,0.0983594,159.294,200.449,137.684,62.7647,0.184072,9570.8,9.16003e+07,0.0134067,0.00017974
0.28,210,125,aleatory,grid-23,r2,0.265557,4.41032,0.469962,0.258526,0.547202,1.92753,4.73793,0.0441032,0.0947585,0.121303,176.75,242.796,147.954,94.8423,0.212446,12705.1,1.61418e+08,0.014896,0.000221891
0.28,210,67,aleatory,grid-29,r2,0.279391,9.4196,0.524026,0.390462,0.686596,2.62875,9.59932,0.094196,0.191986,0.398867,295.877,528.231,278.468,249.763,0.417001,40463.3,1.63728e+09,0.0402383,0.00161912
0.28,210,200,aleatory,grid-30,r2,0.278677,3.39368,0.573456,0.0666773,0.166885,2.14577,2.96191,0.0339368,0.0592381,0.0758103,128.87,147.093,121.757,25.3354,0.139339,4019.83,1.61591e+07,0.0101324,0.000102665
0.28,210,210,aleatory,grid-40,r2,0.27833,2.93833,0.531129,0.01,0.100363,1.84815,2.9339,0.0293833,0.0586781,0.0651421,122,122.357,121.689,0.66828,0.132538,28.8651,833.195,0.000163687,2.67934e-08
0.3,225,138,aleatory,grid-15,r2,0.264226,4.23021,0.497026,0.270086,0.491553,2.00717,4.10738,0.0423021,0.0821476,0.0974988,161.382,206.214,136.215,69.9989,0.191468,9405.34,8.84604e+07,0.0126742,0.000160635
0.3,225,127,aleatory,grid-23,r2,0.283233,5.67804,0.563499,0.382861,0.553521,2.18551,4.61029,0.0567804,0.0922058,0.142155,191.053,278.554,158.6,119.954,0.223018,16582.7,2.74985e+08,0.0226045,0.000510962
0.3,225,74,aleatory,grid-29,r2,0.299222,10.7276,0.507114,0.417442,0.672338,2.77926,10.2628,0.107276,0.205257,0.47847,316.387,554.443,326.036,228.407,0.404354,47126.1,2.22087e+09,0.0434488,0.0018878
0.3,225,218,aleatory,grid-30,r2,0.298625,3.04542,0.555717,0.0355364,0.151756,2.31703,3.01275,0.0304542,0.060255,0.0694,125.233,132.229,121.779,10.4507,0.136984,2070,4.2849e+06,0.00405957,1.64801e-05
0.3,225,225,aleatory,grid-40,r2,0.298153,2.93652,0.526069,0.01,0.0999465,1.9189,2.93397,0.0293652,0.0586794,0.0651605,121.988,122.335,121.688,0.646226,0.132512,27.0346,730.867,0.000171339,2.9357e-08
0.32,240,145,aleatory,grid-15,r2,0.284052,4.07461,0.462844,0.259218,0.513845,2.00488,4.1485,0.0407461,0.0829699,0.0970038,160.503,201.884,136.733,65.1516,0.195898,8529.63,7.27545e+07,0.0108785,0.000118341
0.32,240,125,aleatory,grid-23,r2,0.300231,5.50109,0.500018,0.329547,0.559281,2.28223,5.39773,0.0550109,0.107955,0.153332,199.564,294.474,170.035,124.439,0.240185,18436.3,3.39898e+08,0.0194998,0.000380243
0.32,240,72,aleatory,grid-29,r2,0.319356,12.5165,0.434149,0.343857,0.692992,3.24474,13.4142,0.125165,0.268284,0.680963,374.747,700.56,390.626,309.934,0.44355,63143.7,3.98713e+09,0.0488192,0.00238331
0.32,240,225,aleatory,grid-30,r2,0.318657,3.26573,0.519293,0.04744,0.17015,2.30133,3.35961,0.0326573,0.0671922,0.0856378,133.564,152.9,128.007,24.8934,0.141625,5990.95,3.58914e+07,0.00661999,4.38243e-05
0.32,240,240,aleatory,grid-40,r2,0.318044,2.93761,0.518704,0.01,0.0966931,2.01847,2.93453,0.0293761,0.0586906,0.0652038,121.991,122.328,121.7,0.627753,0.132518,24.7612,613.115,0.00016335,2.66833e-08
0.34,255,154,aleatory,grid-15,r2,0.296476,4.0904,0.502367,0.309789,0.514249,2.1086,3.93848,0.040904,0.0787696,0.0934018,158.429,196.447,135.492,60.9552,0.192517,8161.47,6.66096e+07,0.0110835,0.000122845
0.34,255,132,aleatory,grid-23,r2,0.318939,5.48151,0.491149,0.324695,0.549235,2.47455,5.42426,0.0548151,0.108485,0.152533,201.712,279.113,179.613,99.5003,0.241621,18206,3.31457e+08,0.0197937,0.000391791
0.34,255,59,aleatory,grid-29,r2,0.33951,14.2093,0.514252,0.461494,0.742336,3.61292,11.0267,0.142093,0.220534,0.6251,371.62,711.073,370.325,340.748,0.575441,62744.9,3.93692e+09,0.0649205,0.00421467
0.34,255,240,aleatory,grid-30,r2,0.338723,3.31351,0.552945,0.0666517,0.181897,2.61238,3.12246,0.0331351,0.0624492,0.0776527,130.2,151.287,121.837,29.45,0.141135,4297.87,1.84717e+07,0.00904322,8.17799e-05
0.34,255,255,aleatory,grid-40,r2,0.337863,2.93866,0.53634,0.01,0.0976691,2.10029,2.93483,0.0293866,0.0586965,0.0651692,121.98,122.32,121.687,0.632542,0.132495,24.9399,621.998,0.000166532,2.77329e-08
